03/07/2025 19:59:38.251 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   presentparams.swapeffect : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   presentparams.enableautodepthstencil : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   presentparams.autodepthstencilformat : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   presentparams.flags : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   presentparams.fullscreen_refreshrateinhz : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   presentparams.fullscreen_presentationinterval : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   behaviorflags.fpu_preserve : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize | [ffxi.registry]
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0000 : 6
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0001 : 2560
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0002 : 1440
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0003 : 4096
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0004 : 4096
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0005 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0006 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0007 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0008 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0009 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0010 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0011 : 2
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0012 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0013 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0014 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0015 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0016 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0017 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0018 : 2
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0019 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0020 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0021 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0022 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0023 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0024 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0025 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0026 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0027 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0028 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0029 : 20
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0030 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0031 : 1002740646
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0032 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0033 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0034 : 3
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0035 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0036 : 2
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0037 : 2560
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0038 : 1440
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0039 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0040 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0041 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0042 : C:\Program Files (x86)\SquareEnix\FINAL FANTASY XI
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0043 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0044 : 1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   0045 : 0
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   padmode000 : 1,1,1,1,1,1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   padsin000 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize |   padguid000 : -1
03/07/2025 19:59:38.253 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
03/07/2025 19:59:38.253 | DEBUG    |                             Properties::Properties | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                           ChatManager::ChatManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                           FontManager::FontManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                             GuiManager::GuiManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                             Controller::Controller | null.ctor
03/07/2025 19:59:38.253 | DEBUG    |                                     XInput::XInput | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                         InputManager::InputManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                       MemoryManager::MemoryManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                       OffsetManager::OffsetManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                       PacketManager::PacketManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                       PluginManager::PluginManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                 PolPluginManager::PolPluginManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                     PointerManager::PointerManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                 PrimitiveManager::PrimitiveManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                   ResourceManager::ResourceManager | .ctor
03/07/2025 19:59:38.253 | DEBUG    |                             Properties::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                             Properties::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                           InputManager::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                           InputManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                          OffsetManager::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                          OffsetManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                         PointerManager::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                         PointerManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                          MemoryManager::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                             MemoryManager::Release | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                             MemoryManager::Release | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                          MemoryManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                            ChatManager::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                            ChatManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                          PacketManager::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                          PacketManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                          PluginManager::Initialize | <Begin>
03/07/2025 19:59:38.253 | DEBUG    |                          PluginManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.253 | DEBUG    |                       PolPluginManager::Initialize | <Begin>
03/07/2025 19:59:38.254 | INFO     |                                              pivot | Using config file: 'C:\Users\chris\GitHub\ashita-ffxi\config\pivot\pivot.ini'
03/07/2025 19:59:38.254 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\pivot\pivot.ini
03/07/2025 19:59:38.254 | DEBUG    |                                              pivot | >> pivot settings <<
03/07/2025 19:59:38.254 | DEBUG    |                                              pivot | root_path C:\ashita-ffxi\polplugins\DATs
03/07/2025 19:59:38.254 | DEBUG    |                                              pivot | debug_log false
03/07/2025 19:59:38.254 | DEBUG    |                                              pivot | redirect_fopens true
03/07/2025 19:59:38.254 | DEBUG    |                                              pivot | overlays:
03/07/2025 19:59:38.254 | DEBUG    |                                              pivot | [00] NextHD
03/07/2025 19:59:38.254 | DEBUG    |                                              pivot | 
03/07/2025 19:59:38.254 | INFO     |                                              pivot | m_logDebug = Discard
03/07/2025 19:59:38.254 | INFO     |                                              pivot | m_rootPath = 'C:\ashita-ffxi\polplugins\DATs'
03/07/2025 19:59:38.254 | INFO     |                                              pivot | addOverlay: 'NextHD'
03/07/2025 19:59:38.254 | ERROR    |                                              pivot | => failed
03/07/2025 19:59:38.268 | INFO     |                                              pivot | enabling fopen_s hook
03/07/2025 19:59:38.268 | INFO     |                                              pivot | m_hooksSet = true
03/07/2025 19:59:38.268 | DEBUG    |                             PolPluginManager::Load | Loaded POL plugin: pivot - Version: 4.16 - By: Heals
03/07/2025 19:59:38.268 | DEBUG    |                       PolPluginManager::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.268 | DEBUG    |                             AshitaCore::Initialize | <End> [Status: Ok!]
03/07/2025 19:59:38.268 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <Begin>
03/07/2025 19:59:38.268 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <End> [Status: Ok!]
03/07/2025 19:59:38.268 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <Begin>
03/07/2025 19:59:38.269 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <End> [Status: Ok!]
03/07/2025 19:59:38.269 | DEBUG    |                   Ashita::Hooks::Registry::Install | <Begin>
03/07/2025 19:59:38.269 | DEBUG    |                   Ashita::Hooks::Registry::Install | <End> [Status: Ok!]
03/07/2025 19:59:38.269 | DEBUG    |                     Ashita::Hooks::Window::Install | <Begin>
03/07/2025 19:59:38.269 | DEBUG    |                     Ashita::Hooks::Window::Install | <End> [Status: Ok!]
03/07/2025 19:59:38.269 | DEBUG    |                     Ashita::Hooks::XInput::Install | <Begin>
03/07/2025 19:59:38.270 | DEBUG    |                     Ashita::Hooks::XInput::Install | <End> [Status: Ok!]
03/07/2025 19:59:41.030 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline Mask window. [dwExStyle: 8][dwStyle: -2130706432][Pos: -1 x -1][Size: 2561 x 1441]
03/07/2025 19:59:41.031 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline window. [dwExStyle: 0][dwStyle: 13238272][Pos: -2147483648 x -2147483648][Size: 656 x 519]
03/07/2025 19:59:41.033 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
03/07/2025 20:00:32.893 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExA | CreateWindowExA - Creating Final Fantasy XI window. [dwExStyle: 0][dwStyle: -2147483648][Pos: -2147483648 x -2147483648][Size: 2560 x 1440]
03/07/2025 20:00:33.012 | DEBUG    |       Ashita::Hooks::DirectX::Mine_Direct3DCreate8 | Direct3DCreate8 - Creating new Direct3D instance. [SDKVersion: 220]
03/07/2025 20:00:33.197 | DEBUG    |                       newIDirect3D8::newIDirect3D8 | .ctor
03/07/2025 20:00:33.197 | DEBUG    |                        newIDirect3D8::CreateDevice | Creating a new graphics device..
03/07/2025 20:00:33.470 | DEBUG    |           newIDirect3DDevice8::newIDirect3DDevice8 | .ctor
03/07/2025 20:00:33.470 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event invoked.
03/07/2025 20:00:33.470 | DEBUG    |                           ResourceManager::Release | <Begin>
03/07/2025 20:00:33.470 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
03/07/2025 20:00:33.470 | DEBUG    |                        ResourceManager::Initialize | <Begin>
03/07/2025 20:00:33.470 | DEBUG    |                           ResourceManager::Release | <Begin>
03/07/2025 20:00:33.470 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
03/07/2025 20:00:33.484 | DEBUG    |                        ResourceManager::Initialize | <End> [Status: Ok!]
03/07/2025 20:00:33.484 | DEBUG    |                            ResourceManager::Update | <Begin>
03/07/2025 20:00:33.484 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\ashita.datmap.ini
03/07/2025 20:00:33.486 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\custom.datmap.ini
03/07/2025 20:00:33.486 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\custom.datmap.ini
03/07/2025 20:00:33.765 | DEBUG    |                            ResourceManager::Update | Resource parsing completed in: 280.931500ms [Status: 1]
03/07/2025 20:00:33.765 | DEBUG    |                            ResourceManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.765 | DEBUG    |                               InputManager::Update | <Begin>
03/07/2025 20:00:33.765 | DEBUG    |                                       Mouse::Mouse | .ctor
03/07/2025 20:00:33.765 | DEBUG    |                                  Mouse::Initialize | <Begin>
03/07/2025 20:00:33.765 | DEBUG    |                                  Mouse::Initialize | <End> [Status: Ok!]
03/07/2025 20:00:33.765 | DEBUG    |                             InputManager::SetMouse | Setting new mouse instance..
03/07/2025 20:00:33.765 | DEBUG    |                               InputManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.765 | DEBUG    |                              OffsetManager::Update | <Begin>
03/07/2025 20:00:33.765 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\ashita.offsets.ini
03/07/2025 20:00:33.766 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\custom.offsets.ini
03/07/2025 20:00:33.766 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\custom.offsets.ini
03/07/2025 20:00:33.766 | DEBUG    |                              OffsetManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.766 | DEBUG    |                             PointerManager::Update | <Begin>
03/07/2025 20:00:33.766 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\ashita.pointers.ini
03/07/2025 20:00:33.767 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\custom.pointers.ini
03/07/2025 20:00:33.767 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Users\chris\GitHub\ashita-ffxi\\config\\ashita\custom.pointers.ini
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (0609F07C) [Ok!] autofollow
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (060FB2F5) [Ok!] castbar
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (061A76A0) [Ok!] chat.addchatmessage
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (062371D0) [Ok!] chat.inputtext.this
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (06091EC2) [Ok!] chat.logfile
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (0623A3E0) [Ok!] chat.parseautotranslate
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (0615A325) [Ok!] chat.parseautotranslate.this
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (06100BD0) [Ok!] chat.parseinputtext
03/07/2025 20:00:33.769 | DEBUG    |                             PointerManager::Update | Pointer: (06100BF2) [Ok!] chat.parseinputtext.this
03/07/2025 20:00:33.770 | DEBUG    |                             PointerManager::Update | Pointer: (060F7F8C) [Ok!] clientversion
03/07/2025 20:00:33.770 | DEBUG    |                             PointerManager::Update | Pointer: (047A6533) [Ok!] config.autodisconnect
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (062384E2) [Ok!] config.languagefilter
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06083A20) [Ok!] entitymap
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0611579B) [Ok!] entitymap.size
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0616B0F6) [Ok!] inventory
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06198275) [Ok!] inventory.selecteditem
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (061DE752) [Ok!] menu
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0615D3C0) [Ok!] packets.decryptbuffer
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0615D290) [Ok!] packets.encryptbuffer
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0617BF40) [Ok!] packets.queuepacket1
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0615DA20) [Ok!] packets.queuepacket2
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06280DDB) [Ok!] party
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06118D8F) [Ok!] party.statusicons
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (061C69AA) [Ok!] player
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06165BE0) [Ok!] player.hasability
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06117C94) [Ok!] player.haskeyitem
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0616FC10) [Ok!] player.hasspell
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06170B20) [Ok!] player.joblevels
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06170B60) [Ok!] player.jobmasterlevels
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0610E6AA) [Ok!] player.loginstatus
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0610740F) [Ok!] player.petmp
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (0611CD3D) [Ok!] player.pettp
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (062A24C4) [Ok!] recast.abilities
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (062A8FF2) [Ok!] recast.spells
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (060FA427) [Ok!] target.settarget
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer: (06108A13) [Ok!] target.target
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | Pointer scan completed in: 5.552300ms
03/07/2025 20:00:33.771 | DEBUG    |                             PointerManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.771 | DEBUG    |                            FontManager::Initialize | <Begin>
03/07/2025 20:00:33.771 | DEBUG    |                            FontManager::Initialize | <End> [Status: Ok!]
03/07/2025 20:00:33.771 | DEBUG    |                       PrimitiveManager::Initialize | <Begin>
03/07/2025 20:00:33.771 | DEBUG    |                       PrimitiveManager::Initialize | <End> [Status: Ok!]
03/07/2025 20:00:33.771 | DEBUG    |                             GuiManager::Initialize | <Begin>
03/07/2025 20:00:33.772 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 18px - is_jp: 0
03/07/2025 20:00:33.773 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 24px - is_jp: 0
03/07/2025 20:00:33.774 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 32px - is_jp: 0
03/07/2025 20:00:33.828 | DEBUG    |                             GuiManager::Initialize | <End> [Status: Ok!]
03/07/2025 20:00:33.828 | DEBUG    |                              MemoryManager::Update | <Begin>
03/07/2025 20:00:33.828 | DEBUG    |                              MemoryManager::Update | <End> [Status: Ok!]
03/07/2025 20:00:33.828 | DEBUG    |                                ChatManager::Update | <Begin>
03/07/2025 20:00:33.828 | DEBUG    |                                ChatManager::Update | Hooking game function: AddChatMessage
03/07/2025 20:00:33.828 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseAutoTranslate
03/07/2025 20:00:33.828 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseInputText
03/07/2025 20:00:33.828 | DEBUG    |                                ChatManager::Update | Detour transaction result: 0 [Success]
03/07/2025 20:00:33.828 | DEBUG    |                   CommandTaskPool::CommandTaskPool | .ctor
